oldProductId,productNo,productName,sourceCategoryName,sourceSubcategoryName,categoryId,categoryName,subcategoryId,subcategoryName,categoryConfidence,categoryReason,needsCategoryReview,activityCategoryIds,activityCategoryNames
11717,08329,智利鮭魚輪切M(250g)(10件組)(商品效期2026/10/01),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
11973,08340,智利鮭魚輪切(S)(200g)(10件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
11695,083347,海陸豪華食材組A,特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
11696,083357,海陸豪華食材組B,特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12137,083359,藻晨雞全雞組合,特惠專區,多件組優惠,frozen,冷凍食材,frozen-ready,即食調理,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱或配送資訊顯示為冷凍食材/調理品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
9550,01151,果然優綜合堅果(6件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 多件組優惠」，商品名稱含堅果品項關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
9549,01161,果然優全堅果(6件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 多件組優惠」，商品名稱含堅果品項關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12641,18012,有機甘栗(6件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
8380,18051,甘栗(6件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
9051,17020,有機大紅棗(3件組)(超取免運),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
9054,17002,有機枸杞(3件組)(超取免運),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
8768,1700212,有機枸杞(2件)+有機大紅棗(2件),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12644,17053,有機枸杞原汁350ml(瓶)(6件組),特惠專區,多件組優惠,elderly,銀髮專區,elderly-drinks,喝的保養,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於喝的營養補給品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12642,02060,有機白米(6件組),特惠專區,多件組優惠,grains,主食雜糧,grains-rice,米,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱含米類關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12643,02058,有機糙米(6件組),特惠專區,多件組優惠,grains,主食雜糧,grains-rice,米,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱含米類關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12651,25398,醇厚黑芝麻餅MINI(30公克*8包/盒)(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12649,25385,醇厚黑芝麻餅(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12647,25372,燕麥起司蘇打餅(6件組),特惠專區,多件組優惠,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 多件組優惠」，商品名稱含燕麥或雜糧關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12646,25370,紅藜紫菜蘇打餅(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12648,25382,義式椒鹽蘇打餅(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12650,25395,醇厚鮮乳薄餅(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
7853,2549710,亞麻仁海鹽蘇打餅-蕎麥原味(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
7854,2549810,亞麻仁海鹽蘇打餅-蕎麥青蔥(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
7855,25499,亞麻仁海鹽蘇打餅-蕎麥椒鹽(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12390,25360,梅精球(6件組),特惠專區,多件組優惠,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 多件組優惠」，商品名稱含保健食品或營養補給關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12366,25860,海鹽檸檬糖(盒裝)(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12645,25207,小麥胚芽餅(6件組),特惠專區,多件組優惠,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 多件組優惠」，商品名稱含燕麥或雜糧關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
7295,25119,岩海苔(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
7833,25519,彩虹藜麥乳酪餅(6件組),特惠專區,多件組優惠,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 多件組優惠」，商品名稱含燕麥或雜糧關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12916,012521,無花果乾*(商品效期2026/11/1),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12897,180521,甘栗(70G)*(商品效期2027/3/29),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12896,012731,無調味堅果42公克*(商品效期2026/12/15),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12895,012101,原味綜合堅果隨手包*(商品效期2026/11/1),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12880,220961,酪梨油*(2件組)(商品效期2027/6/14),特惠專區,惜福區,pantry,廚房料理品,pantry-oil,油品,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含油品關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12781,011681,果然優有機杏仁*(商品效期2026/11/19),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12845,262281,枸杞晶凍(金盞花葉黃素萃取物)*兩件組(商品效期2027/2/12),特惠專區,惜福區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 惜福區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12838,249511,杏仁堅果飲*(箱)免運(商品效期2026/11/24),特惠專區,惜福區,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含即飲或箱裝飲品關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12836,248211,黑芝麻糙米飲*(箱)(免運)(商品效期2026/11/12),特惠專區,惜福區,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含即飲或箱裝飲品關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12835,248111,有機燕麥豆漿*(箱)(免運)(商品效期2026/10/21),特惠專區,惜福區,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含即飲或箱裝飲品關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12834,012001,台灣芒果乾*(商品效期2026/11/5),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12833,371961,悠活果乾禮盒(葡萄乾400g+蜜棗乾400g+蔓越莓乾360g)(超取免運)(商品效期2026/11/26),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12795,253921,海苔薄切洋芋片(商品效期2026/10/11),特惠專區,惜福區,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 惜福區」，商品名稱屬於零嘴、餅乾或點心,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12793,012421,原味腰果隨手包*(商品效期2026/10/1),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12773,012531,杏桃乾*(商品效期2026/9/10),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12731,254991,亞麻仁海鹽蘇打餅-蕎麥椒鹽*(商品效期2026/10/2),特惠專區,惜福區,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 惜福區」，商品名稱屬於零嘴、餅乾或點心,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12730,255221,茄汁脆薯*(商品效期2026/11/17),特惠專區,惜福區,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 惜福區」，商品名稱屬於零嘴、餅乾或點心,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12520,011591,果然優蔓越莓乾(罐)*(商品效期2027/1/5),特惠專區,惜福區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 惜福區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12638,012681,珍饌開心果*(商品效期2026/8/27),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12635,011611,果然優全堅果*(商品效期2026/12/3),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12598,012761,薄鹽全堅果(65公克)*(商品效期2026/10/31),特惠專區,惜福區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 惜福區」，商品名稱含堅果品項關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12557,253661,梅精球45G(袋裝)*(商品效期2026/10/20),特惠專區,惜福區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 惜福區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-surplus,activity-promo","惜福區,特惠專區"
12415,37360,每日堅果(超取免運),健康伴手禮,健康伴手禮,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「健康伴手禮 / 健康伴手禮」，商品名稱含堅果品項關鍵字,false,activity-gift,健康伴手禮
12179,37362,活力點心包,健康伴手禮,健康伴手禮,snacks,樂活零嘴,,,0.82,原始分類為「健康伴手禮 / 健康伴手禮」，商品名稱屬於零嘴、餅乾或點心,false,activity-gift,健康伴手禮
10061,39145,新鮮直送-加拿大有機櫻桃(1公斤)(預購商品，缺貨或延遲供貨將會修改訂單),生鮮直送,新鮮水果,fresh,生鮮直送,fresh-fruits,新鮮水果,0.98,舊站公開分類為「生鮮直送 / 新鮮水果」，直接對應新版分類,false,,
12046,39319,新鮮直送－紐西蘭有機天后蘋果經濟箱(預購商品，缺貨或延遲供貨將會修改訂單),生鮮直送,新鮮水果,fresh,生鮮直送,fresh-fruits,新鮮水果,0.98,舊站公開分類為「生鮮直送 / 新鮮水果」，直接對應新版分類,false,,
7622,39082,新鮮直送-紐西蘭有機富士蘋果經濟箱,生鮮直送,新鮮水果,fresh,生鮮直送,fresh-fruits,新鮮水果,0.98,舊站公開分類為「生鮮直送 / 新鮮水果」，直接對應新版分類,false,,
10610,39099,新鮮直送-亞植有機鮮有蛋蔬菜箱(缺貨或延遲供貨將會修改訂單),生鮮直送,蛋品/根莖/蔬果套餐,fresh,生鮮直送,fresh-produce-box,蛋品/根莖/蔬果套餐,0.98,舊站公開分類為「生鮮直送 / 蛋品/根莖/蔬果套餐」，直接對應新版分類,false,,
9277,12105,牧場直送-御品園彩色放牧蛋(10顆x4盒/箱)(缺貨或延遲供貨將會修改訂單),生鮮直送,蛋品/根莖/蔬果套餐,fresh,生鮮直送,fresh-produce-box,蛋品/根莖/蔬果套餐,0.98,舊站公開分類為「生鮮直送 / 蛋品/根莖/蔬果套餐」，直接對應新版分類,false,,
11914,55040,新鮮直送-起士公爵純粹原味乳酪蛋糕(6吋)兩盒組(含運),生鮮直送,優選蛋糕,fresh,生鮮直送,fresh-cake,優選蛋糕,0.98,舊站公開分類為「生鮮直送 / 優選蛋糕」，直接對應新版分類,false,,
10778,55040,新鮮直送-起士公爵純粹原味乳酪蛋糕(6吋)含運,生鮮直送,優選蛋糕,fresh,生鮮直送,fresh-cake,優選蛋糕,0.98,舊站公開分類為「生鮮直送 / 優選蛋糕」，直接對應新版分類,false,,
12894,08329,智利鮭魚輪切M(250g)10件組(商品效期2026/10/01),冷凍食材,冷凍限時快閃,frozen,冷凍食材,frozen-flash,冷凍限時快閃,0.98,舊站公開分類為「冷凍食材 / 冷凍限時快閃」，直接對應新版分類,false,activity-flash,限時優惠快閃區
12617,08329,智利鮭魚輪切M(250g)(商品效期2026/10/01),冷凍食材,冷凍限時快閃,frozen,冷凍食材,frozen-flash,冷凍限時快閃,0.98,舊站公開分類為「冷凍食材 / 冷凍限時快閃」，直接對應新版分類,false,activity-flash,限時優惠快閃區
12893,08340,智利鮭魚輪切(S)(200g)(10件組)(商品效期2026/10/01),冷凍食材,冷凍限時快閃,frozen,冷凍食材,frozen-flash,冷凍限時快閃,0.98,舊站公開分類為「冷凍食材 / 冷凍限時快閃」，直接對應新版分類,false,activity-flash,限時優惠快閃區
11981,083347,海陸豪華食材組A,冷凍食材,安心肉品,frozen,冷凍食材,frozen-meat,安心肉品,0.98,舊站公開分類為「冷凍食材 / 安心肉品」，直接對應新版分類,false,,
11983,083357,海陸豪華食材組B,冷凍食材,安心肉品,frozen,冷凍食材,frozen-meat,安心肉品,0.98,舊站公開分類為「冷凍食材 / 安心肉品」，直接對應新版分類,false,,
12768,08004,豬梅花火鍋肉片(6件組),冷凍食材,安心肉品,frozen,冷凍食材,frozen-meat,安心肉品,0.98,舊站公開分類為「冷凍食材 / 安心肉品」，直接對應新版分類,false,,
12769,08080,金目鱸魚片(6件組),冷凍食材,安心水產,frozen,冷凍食材,frozen-seafood,安心水產,0.98,舊站公開分類為「冷凍食材 / 安心水產」，直接對應新版分類,false,,
12772,08331,鹽漬鯖魚片(6件組),冷凍食材,安心水產,frozen,冷凍食材,frozen-seafood,安心水產,0.98,舊站公開分類為「冷凍食材 / 安心水產」，直接對應新版分類,false,,
12770,08318,大比目魚(扁鱈)中段(6件組),冷凍食材,安心水產,frozen,冷凍食材,frozen-seafood,安心水產,0.98,舊站公開分類為「冷凍食材 / 安心水產」，直接對應新版分類,false,,
12220,08298,蔥油土雞腿,冷凍食材,即食調理,frozen,冷凍食材,frozen-ready,即食調理,0.98,舊站公開分類為「冷凍食材 / 即食調理」，直接對應新版分類,false,,
12145,08296,蔥油雞胸(2件組),冷凍食材,即食調理,frozen,冷凍食材,frozen-ready,即食調理,0.98,舊站公開分類為「冷凍食材 / 即食調理」，直接對應新版分類,false,,
11955,08296,蔥油雞胸,冷凍食材,即食調理,frozen,冷凍食材,frozen-ready,即食調理,0.98,舊站公開分類為「冷凍食材 / 即食調理」，直接對應新版分類,false,,
12525,08533,古早味豬排,冷凍食材,快速料理,frozen,冷凍食材,frozen-quick-cook,快速料理,0.98,舊站公開分類為「冷凍食材 / 快速料理」，直接對應新版分類,false,,
12096,08297,香蒜豬排,冷凍食材,快速料理,frozen,冷凍食材,frozen-quick-cook,快速料理,0.98,舊站公開分類為「冷凍食材 / 快速料理」，直接對應新版分類,false,,
12479,08304,韭菜鮮肉水餃,冷凍食材,快速料理,frozen,冷凍食材,frozen-quick-cook,快速料理,0.98,舊站公開分類為「冷凍食材 / 快速料理」，直接對應新版分類,false,,
11927,08295,瓜瓜園 冰烤蕃薯,冷凍食材,蔬食,frozen,冷凍食材,frozen-vegetarian,蔬食,0.98,舊站公開分類為「冷凍食材 / 蔬食」，直接對應新版分類,false,,
10851,55200,天時莓果-冷凍野生藍莓,冷凍食材,蔬食,frozen,冷凍食材,frozen-vegetarian,蔬食,0.98,舊站公開分類為「冷凍食材 / 蔬食」，直接對應新版分類,false,,
10849,55199,天時莓果-冷凍栽種藍莓,冷凍食材,蔬食,frozen,冷凍食材,frozen-vegetarian,蔬食,0.98,舊站公開分類為「冷凍食材 / 蔬食」，直接對應新版分類,false,,
11937,08295,瓜瓜園 冰烤蕃薯,冷凍食材,營養早餐,frozen,冷凍食材,frozen-breakfast,營養早餐,0.98,舊站公開分類為「冷凍食材 / 營養早餐」，直接對應新版分類,false,,
10107,55143,鮮奶小饅頭,冷凍食材,營養早餐,frozen,冷凍食材,frozen-breakfast,營養早餐,0.98,舊站公開分類為「冷凍食材 / 營養早餐」，直接對應新版分類,false,,
10044,55144,老麵枸杞黑糖饅頭,冷凍食材,營養早餐,frozen,冷凍食材,frozen-breakfast,營養早餐,0.98,舊站公開分類為「冷凍食材 / 營養早餐」，直接對應新版分類,false,,
12797,01269,珍饌四果,堅果/果乾,堅果,nuts,堅果/果乾,nuts-mixed,堅果,0.98,舊站公開分類為「堅果/果乾 / 堅果」，直接對應新版分類,false,,
12796,01270,楓糖腰果,堅果/果乾,堅果,nuts,堅果/果乾,nuts-mixed,堅果,0.98,舊站公開分類為「堅果/果乾 / 堅果」，直接對應新版分類,false,,
12701,01273,無調味堅果42公克,堅果/果乾,堅果,nuts,堅果/果乾,nuts-mixed,堅果,0.98,舊站公開分類為「堅果/果乾 / 堅果」，直接對應新版分類,false,,
4472,01155,果然優葡萄乾(罐),堅果/果乾,果乾,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.98,舊站公開分類為「堅果/果乾 / 果乾」，直接對應新版分類,false,,
4473,01157,果然優蜜棗乾(罐),堅果/果乾,果乾,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.98,舊站公開分類為「堅果/果乾 / 果乾」，直接對應新版分類,false,,
4310,01153,有機整顆蔓越莓乾,堅果/果乾,果乾,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.98,舊站公開分類為「堅果/果乾 / 果乾」，直接對應新版分類,false,,
12843,25865,海鹽檸檬糖25Ｇ(袋裝) 6件組,樂活零嘴,樂活零嘴,snacks,樂活零嘴,,,0.82,原始分類為「樂活零嘴 / 樂活零嘴」，商品名稱屬於零嘴、餅乾或點心,false,,
10453,25385,醇厚黑芝麻餅,樂活零嘴,樂活零嘴,snacks,樂活零嘴,,,0.82,原始分類為「樂活零嘴 / 樂活零嘴」，商品名稱屬於零嘴、餅乾或點心,false,,
12469,25398,醇厚黑芝麻餅MINI(30公克*8包/盒),樂活零嘴,樂活零嘴,snacks,樂活零嘴,,,0.82,原始分類為「樂活零嘴 / 樂活零嘴」，商品名稱屬於零嘴、餅乾或點心,false,,
549,02060,有機白米,主食雜糧,米,grains,主食雜糧,grains-rice,米,0.98,舊站公開分類為「主食雜糧 / 米」，直接對應新版分類,false,,
548,02058,有機糙米,主食雜糧,米,grains,主食雜糧,grains-rice,米,0.98,舊站公開分類為「主食雜糧 / 米」，直接對應新版分類,false,,
550,02008,有機小米,主食雜糧,米,grains,主食雜糧,grains-rice,米,0.98,舊站公開分類為「主食雜糧 / 米」，直接對應新版分類,false,,
8135,02137,有機紅藜麥,主食雜糧,雜糧,grains,主食雜糧,grains-cereal,雜糧,0.98,舊站公開分類為「主食雜糧 / 雜糧」，直接對應新版分類,false,,
8133,02138,有機三色藜麥(300G),主食雜糧,雜糧,grains,主食雜糧,grains-cereal,雜糧,0.98,舊站公開分類為「主食雜糧 / 雜糧」，直接對應新版分類,false,,
8134,02139,有機奇亞籽,主食雜糧,雜糧,grains,主食雜糧,grains-cereal,雜糧,0.98,舊站公開分類為「主食雜糧 / 雜糧」，直接對應新版分類,false,,
5964,03115,有機薑黃麵線,主食雜糧,麵條,grains,主食雜糧,grains-noodles,麵條,0.98,舊站公開分類為「主食雜糧 / 麵條」，直接對應新版分類,false,,
7439,03116,有機薑黃麵線(箱),主食雜糧,麵條,grains,主食雜糧,grains-noodles,麵條,0.98,舊站公開分類為「主食雜糧 / 麵條」，直接對應新版分類,false,,
2866,03098,有機家常麵條,主食雜糧,麵條,grains,主食雜糧,grains-noodles,麵條,0.98,舊站公開分類為「主食雜糧 / 麵條」，直接對應新版分類,false,,
6221,04060,有機綠豆(380G),主食雜糧,豆類,grains,主食雜糧,grains-beans,豆類,0.98,舊站公開分類為「主食雜糧 / 豆類」，直接對應新版分類,false,,
8700,04065,有機青仁黑豆,主食雜糧,豆類,grains,主食雜糧,grains-beans,豆類,0.98,舊站公開分類為「主食雜糧 / 豆類」，直接對應新版分類,false,,
6218,04059,有機黃豆,主食雜糧,豆類,grains,主食雜糧,grains-beans,豆類,0.98,舊站公開分類為「主食雜糧 / 豆類」，直接對應新版分類,false,,
12839,23240,Coco dee Salam 椰子水(6件組),即飲/沖泡,即飲,beverage,即飲/沖泡,beverage-ready,即飲,0.98,舊站公開分類為「即飲/沖泡 / 即飲」，直接對應新版分類,false,,
10883,23240,Coco dee Salam 椰子水,即飲/沖泡,即飲,beverage,即飲/沖泡,beverage-ready,即飲,0.98,舊站公開分類為「即飲/沖泡 / 即飲」，直接對應新版分類,false,,
10902,23241,Coco dee Salam 椰子水(12入/箱),即飲/沖泡,即飲,beverage,即飲/沖泡,beverage-ready,即飲,0.98,舊站公開分類為「即飲/沖泡 / 即飲」，直接對應新版分類,false,,
12398,24274,有機高纖高鈣亞麻仁堅果粉(袋),即飲/沖泡,沖泡,beverage,即飲/沖泡,beverage-brew,沖泡,0.98,舊站公開分類為「即飲/沖泡 / 沖泡」，直接對應新版分類,false,,
12397,24284,葡萄糖胺黑榖芝麻粉(袋),即飲/沖泡,沖泡,beverage,即飲/沖泡,beverage-brew,沖泡,0.98,舊站公開分類為「即飲/沖泡 / 沖泡」，直接對應新版分類,false,,
8577,24270,有機高纖高鈣亞麻仁堅果粉(1組贈精美提袋x1),即飲/沖泡,沖泡,beverage,即飲/沖泡,beverage-brew,沖泡,0.98,舊站公開分類為「即飲/沖泡 / 沖泡」，直接對應新版分類,false,,
9898,22094,冷壓初榨橄欖油,廚房料理品,油品,pantry,廚房料理品,pantry-oil,油品,0.98,舊站公開分類為「廚房料理品 / 油品」，直接對應新版分類,false,,
9895,22096,酪梨油,廚房料理品,油品,pantry,廚房料理品,pantry-oil,油品,0.98,舊站公開分類為「廚房料理品 / 油品」，直接對應新版分類,false,,
9894,22097,葵花籽油,廚房料理品,油品,pantry,廚房料理品,pantry-oil,油品,0.98,舊站公開分類為「廚房料理品 / 油品」，直接對應新版分類,false,,
4412,20423,日曬海鹽立袋450G,廚房料理品,調味品,pantry,廚房料理品,pantry-seasoning,調味品,0.98,舊站公開分類為「廚房料理品 / 調味品」，直接對應新版分類,false,,
5825,20457,日曬海鹽2公斤,廚房料理品,調味品,pantry,廚房料理品,pantry-seasoning,調味品,0.98,舊站公開分類為「廚房料理品 / 調味品」，直接對應新版分類,false,,
4387,20427,日曬海鹽（小罐）,廚房料理品,調味品,pantry,廚房料理品,pantry-seasoning,調味品,0.98,舊站公開分類為「廚房料理品 / 調味品」，直接對應新版分類,false,,
2077,17002,有機枸杞,廚房料理品,乾貨,pantry,廚房料理品,pantry-dry-goods,乾貨,0.98,舊站公開分類為「廚房料理品 / 乾貨」，直接對應新版分類,false,,
8583,17002,有機枸杞(3件組)(超取免運),廚房料理品,乾貨,pantry,廚房料理品,pantry-dry-goods,乾貨,0.98,舊站公開分類為「廚房料理品 / 乾貨」，直接對應新版分類,false,,
864,17020,有機大紅棗,廚房料理品,乾貨,pantry,廚房料理品,pantry-dry-goods,乾貨,0.98,舊站公開分類為「廚房料理品 / 乾貨」，直接對應新版分類,false,,
